96038:9	oh, where do you stay *t*-1?	0.1322222222222222	0.09944444444444445	0.7683333333333333	0.0	where	0
124377:7	so what do you, uh, think 0 *t*-1 is the, uh, the worst culprit for air pollution?	0.10190476190476191	0.16095238095238096	0.6823809523809524	0.054761904761904755	what	0
40579:20	where do, where do you live *t*-1?	0.002857142857142857	0.014761904761904764	0.9757142857142856	0.006190476190476195	where	0
50761:14	you know, how you going *-2 to cover that many people *t*-1	0.08473684210526315	0.2794736842105263	0.5310526315789473	0.10473684210526314	how	0
59442:6	so why * have any restrictions at all *t*-1?	0.33749999999999997	0.24450000000000002	0.418	5.5511151231258e-18	why	0
29686:4	what did you call that *t*-1?	0.008000000000000002	0.184	0.7190000000000001	0.089	what	0
115353:16	what, what does a computer club do *t*-1.	0.521578947368421	0.16947368421052633	0.30421052631578943	0.004736842105263157	what	0
157910:20	who's, who's *t*-1 not very well educated?	0.3157894736842105	0.15578947368421053	0.43631578947368416	0.09210526315789475	who	0
74194:31	so if you were *-1 to improve it, what would you do *t*-2 *-3 to improve it?	0.43631578947368427	0.3042105263157895	0.2594736842105263	0.0	what	1
150184:9	so. how's your products been *t*-1?	0.09000000000000001	0.19894736842105262	0.17736842105263156	0.5336842105263159	how	0
31540:4	what limits *t*-1 ought *-2 to be put *-3 on it, do you think 0 *t*-4?	0.4215	0.20600000000000002	0.33399999999999996	0.038500000000000006	what	1
171135:4	what do you think *t*-1?.	0.22149999999999997	0.2595	0.16799999999999998	0.351	what	0
108123:4	what kind do you like *-1 to watch *t*-2?	0.2742857142857143	0.3280952380952381	0.3685714285714285	0.029047619047619048	what	0
61830:4	how do you go about * getting one of those a catalogs *t*-1?	0.05238095238095238	0.3380952380952381	0.6038095238095239	0.005238095238095238	how	0
156332:16	what, what, uh, newspapers do you read *t*-1?	0.771904761904762	0.10333333333333333	0.12190476190476193	0.002857142857142857	what	0
177068:9	hey, what do you think *t*-1,	0.23095238095238094	0.2690476190476191	0.3604761904761905	0.13952380952380952	what	0
146275:4	what do you,	0.0335	0.11099999999999999	0.255	0.6005	what	0
111490:9	well, what are some of your, your favorite inexpensive places *t*-1?	0.39666666666666667	0.33999999999999997	0.10714285714285714	0.1561904761904762	what	0
144081:90	because i, you know, if somebody has been convicted *-1 and has been sentenced *-1 *-1 to be put *-2 to death, how is it that they can appeal and appeal and appeal and get stays of ex-, execution *t*-3?	0.19947368421052633	0.11421052631578947	0.3426315789473684	0.34368421052631576	how	1
138191:9	well, how do you think that that's happened *t*-1?	0.1636842105263158	0.24947368421052632	0.33157894736842103	0.2552631578947368	how	0
108127:13	and, uh, what's the other one *t*-1 now,	0.06476190476190476	0.07714285714285714	0.8104761904761905	0.04761904761904763	what	0
15539:4	what have you seen *t*-1 lately?	0.47555555555555556	0.23333333333333334	0.2827777777777778	0.0077777777777777845	what	0
84723:4	how do you feel about it *t*-1?	0.16999999999999998	0.1638095238095238	0.5333333333333333	0.13285714285714287	how	0
124976:82	if you had, uh, no financial requirements, if you could buy any car in the entire world, no matter what it cost *t*-1, what would you buy *t*-2?	0.1045	0.231	0.616	0.0485	what	1
126265:4	what do you think *t*-1?.	0.1040909090909091	0.10318181818181818	0.4640909090909091	0.32863636363636367	what	0
146911:7	so how do you dress *t*-1?	0.0505	0.3845	0.5499999999999999	0.014500000000000002	how	0
21666:16	what, what are you doing *t*-1?	0.02277777777777778	0.2283333333333333	0.6861111111111111	0.06277777777777777	what	0
151036:20	what was, what was the other case *t*-1?	0.0025	0.01	0.8795	0.10800000000000001	what	0
5449:4	who would *t*-1 steal a newspaper?	0.13789473684210526	0.43684210526315786	0.22684210526315787	0.19789473684210526	who	1
100218:4	what *ich*-1 does that house got *t*-2 attraction?	0.09947368421052633	0.04631578947368422	0.24210526315789477	0.6121052631578948	what	0
10628:6	and what do you have *t*-1.	0.4978947368421052	0.1931578947368421	0.22842105263157894	0.08052631578947368	what	0
82856:12	well, then how can a democracy work then *t*-1?	0.1457894736842105	0.31894736842105265	0.43	0.10526315789473684	how	1
165945:4	what do you call it *t*-1?	1.1686558153948999e-17	0.025789473684210522	0.8621052631578947	0.11210526315789474	what	0
14147:4	what did you think *t*-1 of the news coverage of the war?	0.26849999999999996	0.19750000000000004	0.272	0.262	what	0
6902:4	what are you afraid of *t*-1 with them?	0.358421052631579	0.27894736842105267	0.30421052631578943	0.058421052631578964	what	0
89239:4	what was the last one *t*-1?	0.0	0.10789473684210528	0.8921052631578947	0.0	what	0
36324:5	what else do i do *t*-1.	0.4563636363636363	0.42818181818181816	0.07636363636363636	0.038636363636363635	what	0
31262:4	what are you telling that student *t*-1?	0.2261904761904762	0.07047619047619048	0.6042857142857143	0.09904761904761905	what	0
99331:4	what *t*-1 brought you down here?	0.1505263157894737	0.12157894736842105	0.7242105263157894	0.0031578947368420943	what	0
119753:32	but, uh, how do you, how do you, uh, stay aware of most of the current events *t*-1.	0.17105263157894737	0.4247368421052632	0.3668421052631579	0.03736842105263158	how	0
24323:4	what's *t*-1 going *-2 to happen when she gets there *t*-3.	0.17	0.358	0.23549999999999996	0.2365	what	0
76183:18	and, you know, how do you tell your parent's, the parent, hey, * wake up, and smell the coffee *t*-1.	0.05777777777777778	0.20944444444444443	0.5416666666666666	0.19055555555555556	how	0
17923:4	how do you feel that it should be applied *-2 *t*-1?	0.15250000000000002	0.29500000000000004	0.484	0.06799999999999999	how	1
118807:9	well, what do you think *t*-1 of, uh, this, uh, u s free trade agreement 0 we're working on *t*-2 with mexico?	0.10523809523809524	0.19095238095238093	0.5209523809523808	0.18285714285714286	what	0
154133:29	uh, after all, who, who *t*-1 writes.	0.14761904761904765	0.22333333333333336	0.14476190476190473	0.4842857142857144	who	0
118143:4	why * bother *-1 working *t*-2?	0.15523809523809523	0.3161904761904762	0.3857142857142858	0.14285714285714285	why	0
131942:4	what do you use it for *t*-1?	0.19894736842105262	0.22526315789473686	0.3915789473684211	0.18421052631578946	what	0
78481:16	by, what do you mean *t*-1 by liberal, um.	0.32199999999999995	0.15450000000000003	0.3555	0.16799999999999998	what	0
125234:4	where's it all going *t*-1?	0.5321052631578947	0.059473684210526324	0.2715789473684211	0.1368421052631579	where	0
65842:4	what would you do *t*-1?	0.0731578947368421	0.22263157894736843	0.5989473684210526	0.10526315789473684	what	1
66396:59	but rather it's *?* *-5 on the rules of evidence, what can i hide *t*-2 and what do i have *-1 to tell *t*-3.	0.40210526315789474	0.10421052631578948	0.1873684210526316	0.3063157894736842	what	0
43310:4	what have you seen *t*-1?	0.33333333333333337	0.26857142857142857	0.29619047619047617	0.1014285714285714	what	0
19857:18	so, you know. what does that make me *t*-1,	0.11761904761904762	0.29333333333333333	0.46761904761904766	0.12142857142857141	what	0
144371:14	well, michael, what do you think *t*-1 about, uh, funding for aids research?	0.14904761904761904	0.25523809523809526	0.21571428571428572	0.38	what	0
112615:4	what do you do *t*-1?	0.10210526315789474	0.07210526315789474	0.36947368421052634	0.45631578947368423	what	0
39264:8	so. where did you get your recipe for it *t*-1?	0.0215	0.054000000000000006	0.73	0.1945	where	0
102522:21	well, wha-, what's your next,	0.011052631578947356	0.11526315789473685	0.6321052631578947	0.24105263157894738	what	0
12022:9	uh, when was the last time 0 you saw a truck that *t*-1 didn't belch, smoke, or, uh,	0.11947368421052632	0.3026315789473684	0.35684210526315796	0.22052631578947365	when	0
91886:4	where have you all been *t*-1 on vacation recently?	0.3678947368421053	0.21894736842105264	0.30210526315789477	0.11105263157894736	where	0
5532:4	how you doing *t*-1?	0.09666666666666668	0.07761904761904763	0.3019047619047619	0.5238095238095238	how	0
135929:4	where are you from *t*-1 originally?	0.012105263157894725	0.02789473684210527	0.9305263157894736	0.028947368421052645	where	0
159887:42	what kind of music is, does what songs does he play *t*-1?	0.33285714285714285	0.2533333333333334	0.2519047619047619	0.1619047619047619	what	0
19672:9	so, what's the latest one 0 you've read *t*-1 *t*-2?	0.017272727272727273	0.038181818181818185	0.7854545454545455	0.1590909090909091	what	0
159673:16	wh-, what's the old country music like *t*-1?	0.1325	0.17200000000000001	0.40800000000000003	0.2875	what	0
89865:4	who *t*-1 wrote that?	0.09157894736842105	0.12315789473684209	0.7768421052631579	0.008421052631578947	who	0
113414:14	so i guess why should the government *?* *t*-1.	0.08894736842105262	0.26421052631578945	0.3263157894736842	0.32052631578947366	why	1
83882:4	what color is, is yours blooming *t*-1?	0.0	0.09666666666666668	0.6647619047619048	0.23857142857142857	what	0
158994:4	what are you studying *t*-1 down there?	0.1380952380952381	0.16333333333333333	0.6561904761904762	0.0419047619047619	what	0
153193:4	how does he treat the other people *t*-1?	0.29333333333333333	0.19333333333333336	0.4452380952380952	0.0680952380952381	how	0
126779:4	how do you dress *t*-1?	0.1368181818181818	0.19318181818181818	0.5245454545454545	0.14545454545454542	how	0
51033:9	hum, what do you think 0 *t*-1 could be done *-2 about it?	0.24578947368421047	0.5142105263157895	0.2231578947368421	0.016842105263157894	what	1
72731:16	how, how do you look at * counting credit cards *t*-1?	0.08842105263157896	0.3021052631578947	0.43999999999999995	0.16947368421052633	how	0
119725:10	well, what particularly are you interested in *t*-1?	0.12200000000000003	0.32299999999999995	0.518	0.037000000000000005	what	0
37293:4	where do you think 0 this is going *t*-1 in the future,	0.08761904761904762	0.1661904761904762	0.31952380952380954	0.42666666666666664	where	0
172323:4	where you going to school *t*-1?	0.014210526315789474	0.06421052631578947	0.8710526315789474	0.05052631578947369	where	0
5329:14	i mean, what's the other one *t*-1, uh,	0.05	0.10761904761904763	0.8042857142857143	0.0380952380952381	what	0
174870:4	where do you work *t*-1?	0.0014999999999999888	0.006000000000000005	0.9905000000000002	0.0020000000000000005	where	0
127830:6	and who *t*-2 knows still, what *t*-1 ha-, really happened, you know.	0.11950000000000001	0.12250000000000003	0.142	0.616	who	0
96180:20	or, or what do you think *t*-1?	0.4152380952380953	0.18761904761904763	0.18476190476190477	0.2119047619047619	what	0
78887:7	well what did you think *t*-1 of reagan as a president?	0.2005263157894737	0.18157894736842103	0.2642105263157895	0.35368421052631577	what	0
95676:26	if people will pay two hundred then why * charge ten *t*-1.	0.17789473684210524	0.2094736842105263	0.41789473684210526	0.19473684210526318	why	1
123363:6	so what do you guys having *t*-1 up there?	0.32476190476190475	0.14952380952380956	0.4014285714285714	0.12428571428571428	what	0
113858:6	so where did your parents come from *t*-1?	0.02952380952380953	0.027142857142857142	0.9433333333333335	0.0	where	0
67001:9	uh, what do you ride *t*-1, uh,	0.03052631578947369	0.19842105263157891	0.7678947368421053	0.002631578947368426	what	0
115806:4	what do you,	0.028181818181818186	0.06454545454545453	0.35045454545454546	0.5568181818181818	what	0
109109:4	where do you live *t*-1?	0.07052631578947367	0.08789473684210528	0.8368421052631579	0.0047368421052631626	where	0
22805:4	how do you feel about them *t*-1, i mean, since you've kind of been close to that.	0.28578947368421054	0.1542105263157895	0.3526315789473684	0.20736842105263156	how	0
78711:14	i mean, what would it take *t*-1,	0.21842105263157893	0.4473684210526316	0.14578947368421052	0.18842105263157896	what	1
80920:4	what's the last movie 0 you saw *t*-1 *t*-2?	0.042222222222222196	0.07444444444444447	0.8688888888888889	0.014444444444444446	what	0
116314:8	so, where, have you skied *t*-1?	0.717	0.19699999999999998	0.08600000000000001	0.0	where	0
61796:21	well, what, what is a a good brand a inexpensive *t*-1.	0.07473684210526317	0.54	0.2536842105263158	0.1310526315789474	what	0
37312:4	what do you think *t*-1,	0.17473684210526316	0.34105263157894733	0.25684210526315787	0.22736842105263155	what	0
33654:4	what'd they do *t*-1 for that?	0.18454545454545457	0.05863636363636364	0.5613636363636364	0.1954545454545455	what	1
122048:9	but. what else would *t*-1 be an annoyance?	0.4768421052631579	0.35947368421052633	0.14	0.023157894736842106	what	1
13236:60	what, what would, what would you find, what would you have them do *t*-1?	0.26238095238095244	0.26571428571428574	0.2923809523809524	0.17952380952380953	what	1
